"asset_id","trade_date","open","high","low","close","volume","ts"
"MGC","2025-09-29",3842.284719,3851.94654,3840.171196,3851.644608,820,"2026-04-01T16:16:09.720409Z"
"MGC","2025-09-30",3866.942491,3880.227495,3865.936052,3880.227495,10,"2026-04-01T16:16:09.721567Z"
"MGC","2025-10-01",3900.155,3900.155,3900.155,3900.155,2,"2026-04-01T16:16:09.722808Z"
"MGC","2025-10-02",3864.929612,3864.929612,3845.002107,3864.527036,20,"2026-04-01T16:16:09.723835Z"
"MGC","2025-10-03",3864.929612,3864.929612,3845.002107,3864.527036,0,"2026-04-01T16:16:09.725053Z"
"MGC","2025-10-06",3864.929612,3864.929612,3845.002107,3864.527036,0,"2026-04-01T16:16:09.726146Z"
"MGC","2025-10-07",4000.295747,4002.006695,4000.295747,4001.704763,4,"2026-04-01T16:16:09.727294Z"
"MGC","2025-10-08",4064.506598,4074.067775,4054.744133,4054.744133,6,"2026-04-01T16:16:09.728321Z"
"MGC","2025-10-09",4035.823068,4035.823068,3980.166954,3980.166954,8,"2026-04-01T16:16:09.729455Z"
"MGC","2025-10-10",3998.282868,3998.282868,3998.282868,3998.282868,1,"2026-04-01T16:16:09.731170Z"
"MGC","2025-10-13",4116.338241,4116.338241,4116.338241,4116.338241,1,"2026-04-01T16:16:09.733021Z"
"MGC","2025-10-14",4116.338241,4116.338241,4116.338241,4116.338241,0,"2026-04-01T16:16:09.734612Z"
"MGC","2025-10-15",4116.338241,4116.338241,4116.338241,4116.338241,0,"2026-04-01T16:16:09.735380Z"
"MGC","2025-10-16",4337.55368,4341.176863,4337.453036,4338.962695,15,"2026-04-01T16:16:09.736877Z"
"MGC","2025-10-17",4297.497381,4297.497381,4227.046604,4243.552215,18,"2026-04-01T16:16:09.737853Z"
"MGC","2025-10-20",4365.230771,4368.552022,4365.230771,4368.552022,2,"2026-04-01T16:16:09.738976Z"
"MGC","2025-10-21",4176.724621,4176.724621,4141.197301,4143.411468,5,"2026-04-01T16:16:09.740145Z"
"MGC","2025-10-22",4034.61534,4034.61534,4034.61534,4034.61534,1,"2026-04-01T16:16:09.740968Z"
"MGC","2025-10-23",4034.61534,4034.61534,4034.61534,4034.61534,0,"2026-04-01T16:16:09.741833Z"
"MGC","2025-10-24",4034.61534,4034.61534,4034.61534,4034.61534,0,"2026-04-01T16:16:09.743414Z"
"MGC","2025-10-27",4036.829507,4036.829507,4019.518745,4019.518745,6,"2026-04-01T16:16:09.744535Z"
"MGC","2025-10-28",3991.23779,3991.23779,3991.23779,3991.23779,1,"2026-04-01T16:16:09.746683Z"
"MGC","2025-10-29",4056.626689,4061.153613,3963.673854,3965.182829,351260,"2026-04-01T16:16:09.747565Z"
